Name,Partei,Wahlart,Bundesland,Wahlkreis,Wahlkreis-Nr.,Ausschuesse,Biografie,Twitter,Ausschusspositionen,Geburtsjahr
"Mrosek, Andreas",AfD,Gewählt über Landesliste,Sachsen-Anhalt,Dessau – Wittenberg,70,"{'Ordentliches Mitglied': ['Sportausschuss', 'Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretendes Mitglied': ['2. Untersuchungsausschuss']}","        Geboren am 18. Januar 1958 in Dessau; verheiratet; zwei Kinder.
        1964 bis 1974 Polytechnische Oberschule, Abschluss Note 1; 1971 bis 1974 Kinder-und Jugendsportschule in Halle, Sektion Ringen; 1974 bis 1976 Lehre zum Werkzeugmacher, Abschluss Note 2; 1976 bis 1979 Wehrdienst NVA; 1979 bis 1983 Decksmann, Matrose, Vollmatrose; 1983 bis 1984 Technisches Abitur an der Ingenieurhochschule für Seefahrt Wustrow/ Warnemünde, Abschluss Note 2; 1984 bis 1988; Hochschulstudium an der Ingenieurhochschule für Seefahrt Wustrow/ Warnemünde, Abschluss Note 2; 1988 bis 1989 Diplomarbeit, Abschluss Note 2. 1989 bis 1995 Weltweiter Einsatz und Verantwortung auf verschiedenen Seeschiffen; 1996 bis 2000 Geschäftsführer IKF Bauträger GmbH, Prokurist Großring Bauträger GmbH; 2000 bis 2007 Geschäftsführer Mykoplant GmbH; 2007 bis 2007 Vorstand Mykoplant Biotechnologie AG; 2007 bis 2016 Kanalsteurer/ Steuern von Schiffen durch den Nord-Ostsee-Kanal.2016 Abgeordneter im Landtag von Sachsen-Anhalt, Vorsitzender des Ausschusses für Landesentwicklung und Verkehr.Mitgliedschaften: 2002 bis 2012 CDU; 2002 bis 2004 CDU-Stadtrat und CDU-Ortschaftsrat; 2013 bis heute AfD; 2015 bis heute AfD-Stadtrat Dessau-Roßlau; 2016 bis heute AfD Landtagsabgeordneter in Sachsen-Anhalt. ",mrosek1958,"['Sportausschuss', 'Ausschuss für Verkehr und digitale Infrastruktur', '2. Untersuchungsausschuss']",1958
"Müller, Alexander",FDP,Gewählt über Landesliste,Hessen,Rheingau-Taunus – Limburg,178,"{'Obmann': ['1. Untersuchungsausschuss des Verteidigungsausschusses gemäß Artikel 45a Abs. 2 GG (Beraterverträge)', 'Verteidigungsausschuss', 'Unterausschuss Abrüstung, Rüstungskontrolle und Nichtverbreitung'], 'Ordentliches Mitglied': ['1. Untersuchungsausschuss des Verteidigungsausschusses gemäß Artikel 45a Abs. 2 GG (Beraterverträge)', 'Verteidigungsausschuss', 'Unterausschuss Abrüstung, Rüstungskontrolle und Nichtverbreitung'], 'Stellvertretendes Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur', 'Unterausschuss des Verteidigungsausschusses als 1. Untersuchungsausschuss'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Polnische Parlamentariergruppe']}","        Geboren am 17. Juli 1969 in Bendorf am Rhein; verheiratet.
        1975 bis 1979 Grundschule Koblenz-Rübenach; 1979 bis 1988 Bischöfliches Gymnasium Koblenz, Abschluss mit Abitur; 1988 bis 1989 Ableistung der Wehrpflicht bei der Heeresflugabwehr (Rendsburg und Koblenz); 1989 bis 2003 Studium der Informatik an den Universitäten Kaiserslautern und Hagen, Abschluss als Diplom-Informatiker; seit 1989 freiberuflicher Softwareberater und -entwickler.1998 Hochzeit mit Ehefrau Karina und Umzug vom Studienort nach Niedernhausen; seit 2003 Mitglied der Gemeindevertretung Niedernhausen; 2007 Privatpilotenlizenz (PPL), 2012 Berufspilotenlizenz (CPL).Seit 2008 öffentlich bestellter und vereidigter IT-Sachverständiger (IHK Wiesbaden); 2016 Mitglied des Kreistags Rheingau-Taunus; 2016 Mitglied des Verwaltungsrats der Nassauischen Sparkasse Wiesbaden.",alexmuellerfdp,"['1. Untersuchungsausschuss des Verteidigungsausschusses gemäß Artikel 45a Abs. 2 GG (Beraterverträge)', 'Verteidigungsausschuss', 'Unterausschuss Abrüstung, Rüstungskontrolle und Nichtverbreitung', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Unterausschuss des Verteidigungsausschusses als 1. Untersuchungsausschuss', '1. Untersuchungsausschuss des Verteidigungsausschusses gemäß Artikel 45a Abs. 2 GG (Beraterverträge)', 'Verteidigungsausschuss', 'Unterausschuss Abrüstung, Rüstungskontrolle und Nichtverbreitung']",1969
"Müller, Axel",CDU/CSU,Direkt gewählt,Baden-Württemberg,Ravensburg,294,"{'Ordentliches Mitglied': ['Ausschuss für die Angelegenheiten der Europäischen Union', 'Ausschuss für Inneres und Heimat', 'Ausschuss für Recht und Verbraucherschutz', 'Gremium nach Artikel 13 Absatz 6 des Grundgesetzes']}","        Geboren am 24. Juli 1963 in Esslingen am Neckar; römisch-katholisch; ledig.
        Abitur 1983 am Max-Planck-Gymnasium Nürtingen. Anschließend Einberufung zum Wehrdienst. Dann Studium der Rechtswissenschaften an der Eberhard-Karls-Universität Tübingen. Nach dem ersten juristischen Staatsexamen Referendariat am Landgericht Ravensburg. 1992 zweites juristisches Staatsexamen.1992 Eintritt in den Justizdienst von Baden Württemberg. Richter (Amts- und Landgericht) und Staatsanwalt in Ravensburg. 1995 Ernennung zum Staatsanwalt bei der Staatsanwaltschaft Ravensburg. 2000 bis 2011 Richter am Landgericht Ravensburg, 2006 bis 2007 Abordnung an das Oberlandesgericht Stuttgart. 2001 bis 2014 stellvertretender Direktor des Amtsgerichts Tettnang. 2014 bis 2017 bis zur Wahl in den Deutschen Bundestag Vorsitzender Richter am Landgericht Ravensburg. Zusatzausbildung als Mediator BAFM.Seit 2003 Mitglied der CDU; seit 2008 Stadtverbandsvorsitzender CDU Weingarten; 2008 bis 2018 stellvertretender Kreisvorsitzender CDU Ravensburg; 2009 bis 2011 Beisitzer im CDU-Bezirksvorstand Südwürttemberg-Hohenzollern; 2009 bis 2018 Stadtrat in Weingarten und seit 2010 Kreisrat in Ravensburg.Mitglied im Kirchengemeinderat Sankt Martin in Weingarten und im Dekanatsrat Dekanat Allgäu-Oberschwaben und Mitglied in der Blutfreitagsgemeinschaft sowie aktiver Blutreiter bei der jährlichen Reiterprozession in Weingarten. Mitglied bei Kolping, den Maltesern und im Vorstand des Musikvereins Weingarten. Vereinsmitgliedschaften im Turn- und Sportverein Weingarten sowie der Fasnetszünfte ""Plätzlerzunft"" und ""Bockstallnarren"". Mitglied im Partnerschaftsverein Weingarten-Mantua, im Bewährungshilfeverein und Angehöriger bei der Gruppe der ehrwürdigen Ritter der Schwafelrunde.",,"['Ausschuss für die Angelegenheiten der Europäischen Union', 'Ausschuss für Inneres und Heimat', 'Ausschuss für Recht und Verbraucherschutz', 'Gremium nach Artikel 13 Absatz 6 des Grundgesetzes']",1963
"Müller, Bettina",SPD,Gewählt über Landesliste,Hessen,Main-Kinzig – Wetterau II – Schotten,175,"{'Ordentliches Mitglied': ['Ausschuss für Gesundheit'], 'Stellvertretendes Mitglied': ['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen']}","Geboren am 07. Juni 1959 in Alzenau/Wasserlos; zwei Kinder.1978 Abitur an der Otto-Hahn-Schule in Hanau; 1978 bis 1980 Studium der Germanistik und Philosophie an der Goethe-Universität Frankfurt/Main; 1979 bis 1981 Gründungsmitglied bei ""Die Grünen""; 1980 bis 1983 Ausbildung zur Krankenschwester am Stadtkrankenhaus Hanau (Examen); 1983 bis 1984 Krankenschwester im Stadtkrankenhaus Hanau; 1984 bis 1985 Gemeindeschwester beim Caritas-Verband Frankfurt; 1985 bis 1991 Studium der Rechtswissenschaften an der Goethe-Universität Frankfurt am Main (1. und 2. juristisches Staatsexamen).1997 Eintritt in die SPD; 2000 bis 2005 Vorsitzende des Ortsvereins Flörsbachtal; 2001 bis 2006 Beigeordnete und regelmäßige Vertreterin des Bürgermeisters; 2003 stellvertretende Landtagskandidatin des heutigen Abgeordneten Heinz Lotz; 2006 Bürgermeisterinkandidatur; seit 2006 Mitglied des Kreistages des Main-Kinzig-Kreises; 2006 bis 2009 Fraktionsvorsitzende der SPD/BB Fraktion im Gemeindeparlament; 2006 bis 2008 und 2010 bis 2012 Mitglied des Unterbezirksvorstands der SPD Main-Kinzig; Seit 2012 Bundestagsabgeordnete für den Wahlkreis 175, Mitglied im SPD-Landesvorstand Hessen, Sprecherin der Berufsbetreuer im Main-Kinzig-Kreis, Mitglied im Psychiatriebeirat des Main-Kinzig-Kreis.",BetMueller,"['Ausschuss für Gesundheit', 'Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen']",1959
"Müller (Braunschweig), Carsten",CDU/CSU,Gewählt über Landesliste,Niedersachsen,Braunschweig,50,"{'Obmann': ['Ausschuss für Recht und Verbraucherschutz'], 'Ordentliches Mitglied': ['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Wirtschaft und Energie', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung'], 'Stellvertretendes Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Interparlamentarische Union']}","        Geboren am 8. Mai 1970 in Braunschweig.
        1989 Abitur in Braunschweig; 1989 bis 1991 Ausbildung zum Bankkaufmann; 1992 bis 1999 Bundesanstalt Technisches Hilfswerk; 1992 bis 1998 Studium der Rechtswissenschaften an der Universität Göttingen; 1999 bis 2001 juristisches Referendariat am OLG Braunschweig.1991 bis 2001 Tätigkeit (auch studienbegleitend) bei der Deutschen Bank AG in Braunschweig, Hannover und London; 1998 bis 2001 Geschäftsführer in einer Ingenieurgesellschaft; seit 2002 selbstständiger Rechtsanwalt, 2003 bis Januar 2006 und erneut seit Mai 2010 Geschäftsführer in mittelständischen Unternehmen.Seit 2010 Ehrenamtlicher Vorsitzender der Deutschen Unternehmensinitiative Energieeffizienz e.V. (DENEFF).Seit 1986 Mitglied der Jungen Union und der CDU; 1989 bis 1990 Landesvorsitzender der Schüler Union Niedersachsen; 1989 bis 1991 Landesvorsitzender der Jungen Union Braunschweig; 1990 bis 1992 Mitglied des CDU-Landesvorstandes; 1991 bis 2016 Ratsherr der Stadt Braunschweig; seit 1998 Stellvertretender Kreisvorsitzender der CDU Braunschweig; seit 2000 Mitglied des CDU-Landesvorstandes, derzeit Landesschatzmeister; seit 2014 Mitglied im Präsidium der CDU in Niedersachsen; 2005 bis 2009 Mitglied des Deutschen Bundestages; seit 2013 Mitglied des Deutschen Bundestages.Seit 2014 Vorsitzender des Parlamentskreises „Automobiles Kulturgut“ und Vorsitzender des Parlamentskreises „Energieeffizienz“.Mitglied des Deutschen Bundestages in der 16. Wahlperiode.",,"['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Wirtschaft und Energie', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Recht und Verbraucherschutz']",1970
"Müller, Claudia",Bündnis 90/Die Grünen,Gewählt über Landesliste,Mecklenburg-Vorpommern,Vorpommern-Rügen – Vorpommern-Greifswald I,15,"{'Ordentliches Mitglied': ['Ausschuss für Wirtschaft und Energie', 'Unterausschuss Regionale Wirtschaftspolitik und ERP-Wirtschaftspläne', 'Ausschuss für die Angelegenheiten der Europäischen Union'], 'Stellvertretendes Mitglied': ['Haushaltsausschuss'], 'Ordentliches Mitglied (sonstige Gremien)': ['Interparlamentarische Konferenz über Stabilität, wirtschaftspolitische Koordinierung und Steuerung in der EU'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Deutsch-Nordische Parlamentariergruppe', 'Deutsch-Baltische Parlamentariergruppe']}","        Geboren am 10. August 1981 in Rostock; verheiratet; zwei Kinder.
        Abitur 2002; Studium der internationalen Betriebswirtschaftslehre in Stralsund; 2000 bis 2012 freiberufliche Reiseleiterin.Mitglied bei Bündnis 90/Die Grünen seit 2011; Parteivorsitzende seit 2012; Mitglied der Bürgerschaft der Hansestadt Stralsund; Fraktionsvorsitzende im Kreistag Vorpommern-Rügen. ",gruenclaudia,"['Ausschuss für Wirtschaft und Energie', 'Unterausschuss Regionale Wirtschaftspolitik und ERP-Wirtschaftspläne', 'Ausschuss für die Angelegenheiten der Europäischen Union', 'Haushaltsausschuss']",1981
"Müller (Chemnitz), Detlef",SPD,Gewählt über Landesliste,Sachsen,Chemnitz,162,"{'Ordentliches Mitglied': ['Ausschuss für Verkehr und digitale Infrastruktur'], 'Stellvertretendes Mitglied': ['Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen', 'Ausschuss für die Angelegenheiten der Europäischen Union', '2. Untersuchungsausschuss'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Parlamentarische Versammlung der Union für den Mittelmeerraum (PV-UfM)'], 'Stellvertretender Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Bulgarien-Moldau-Rumänien']}","        Geboren am 20. August 1964 in Karl-Marx-Stadt (jetzt Chemnitz); verheiratet; vier Kinder.
        1971 bis 1981 Besuch der Allgemeinbildenden Oberschule; 1981 bis 1983 Ausbildung zum Lokomotivführer; berufsbegleitende Weiterbildung zum Ausbilder, Prüfer und Kontrolleur für Lokomotiv- und Triebfahrzeugführer der Deutschen Bahn AG; seit 1983 Lokomotivführer (Diesel- und E-Traktion); seit 2002 Teamleiter ""Fahrzeuge und Personal"" und seit 2009 Teamleiter ""Disposition, Security und Qualität"" bei der Erzgebirgsbahn in Chemnitz. Mitglied Verein Kinderheim Indira Gandhi; Mitglied Freiwillige Feuerwehr Klaffenbach; Mitglied NINERS Chemnitz e. V.; Mitglied im Chemnitzer Fußballclub, ESV Lok Chemnitz und weiteren Sportvereinen; Mitglied Förderverein Gymnasium Einsiedel, im Chemnitzer Kabarett, im sächsischer Eisenbahnmuseum e. V., Eisenbahnfreunde ""Richard Hartmann"" e. V., schalom e. V., Mitglied der Eisenbahn-Verkehrsgewerkschaft EVG, Mitglied der AWO Chemnitz.Seit 1990 Mitglied der SPD; Vorstandsmitglied im SPD-Unterbezirk Chemnitz und stellvertretender Vorsitzender des SPD-Unterbezirkes Chemnitz; zwischen 1999 bis 2019 Ortschaftsrat Chemnitz-Klaffenbach und stellvertretender Ortsvorsteher in Chemnitz-Klaffenbach; seit 1994 Stadtrat in Chemnitz, dort 1999 bis 2005 und ab 2014 Vorsitzender der SPD-Fraktion; Mitglied im Ausschuss für Stadtentwicklung und Mobilität; Mitglied des Deutschen Bundestages 2005 bis 2009 und seit Dezember 2014.",muellerchemnitz,"['Ausschuss für Verkehr und digitale Infrastruktur', 'Ausschuss für Bau, Wohnen, Stadtentwicklung und Kommunen', 'Ausschuss für die Angelegenheiten der Europäischen Union', '2. Untersuchungsausschuss']",1964
"Müller, Dr. Gerd",CDU/CSU,Direkt gewählt,Bayern,Oberallgäu,256,{'Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung': []},"        Geboren am 25. August 1955 in Krumbach (Schwaben); römisch-katholisch; verheiratet; zwei Kinder.
        Abitur. Wehrdienst. Studium der Wirtschafts- und Sozialwissenschaften, Stipendiat der Konrad-Adenauer-Stiftung, Staatsexamen, Diplom, Promotion.Oberregierungsrat a. D. im Bayerischen Staatsministerium für Wirtschaft und Verkehr. Von 2008 bis 2012 Präsident des Deutschen Heilbäderverbandes e.V.. Seit 2009 Honorarprofessor an der Hochschule für Technik und Wirtschaft in Dresden.1989 bis 1994 Mitglied des Europäischen Parlaments.Mitglied des Bundestages seit 1994; bis 2005 außen- und europapolitischer Sprecher der CSU-Landesgruppe, 2005 bis 2013 Parlamentarischer Staatssekretär bei der Bundesministerin für Ernährung, Landwirtschaft und Verbraucherschutz, seit Dezember 2013 Bundesminister für wirtschaftliche Zusammenarbeit und Entwicklung.",,[],1955
"Müller, Hansjörg",AfD,Gewählt über Landesliste,Bayern,Traunstein,225,{'Ordentliches Mitglied': ['Ausschuss für Wirtschaft und Energie']},"        Geboren am 30. April 1968 in Treuchtlingen; verheiratet; drei Kinder.
        Abitur, Volkswirtschaftsstudium, Wirtschaftsfremdsprachen Russisch, Tschechisch, Spanisch, Englisch.Bis 2017 in der deutschen Exportwirtschaft tätig, in mittelständischen Unternehmen und in Konzernen, längere Zeit im Ausland gelebt.Zuletzt berufstätig als Restrukturierungs-Geschäftsführer in international tätigen, mittelständischen Produktions- und Handelsunternehmen.Mitglied im Ruder- und Fußballverein, in Studentenverbindungen, im volkswirtschaftlichen Ludwig-von-Mises-Institut.Junge Union Würzburg 1987 bis 1988, Freie Bürger Union Bayreuth 1995 bis 1996, AfD-Mitglied seit 2013, Ehrenvorsitzender des Mittelstandsforums für Deutschland.",MdB_Mueller_AfD,['Ausschuss für Wirtschaft und Energie'],1968
"Müller (Potsdam), Norbert",Die Linke,Gewählt über Landesliste,Brandenburg,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,61,"{'Obmann': ['Ausschuss für Familie, Senioren, Frauen und Jugend'], 'Ordentliches Mitglied': ['Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Familie, Senioren, Frauen und Jugend'], 'Stellvertretendes Mitglied': ['Petitionsausschuss', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Enquete-Kommission „Berufliche Bildung“']}","Geboren am 10. Februar 1986 in Wriezen; verheiratet; zwei Söhne. Abitur 2005. Seit 2005 Studium an der Universität Potsdam, Lehramt Geschichte/Lebenskunde, Ethik, Religion; von 2006 bis 2009 Stipendiat der Rosa-Luxemburg-Stiftung. Von 2006 bis 2007 Mitglied Studierendenparlament Universität Potsdam, von 2007 bis 2008: Mitglied des Allgemeinen Studierendenausschusses (AStA) Universität Potsdam, von  2007 bis 2008 Sprecher Landesauschuss der Studentinnen und Studenten (LASS) der GEW Brandenburg. Von 2008 bis 2010 studentischer Mitarbeiter am Zentrum für Zeithistorische Forschung (Potsdam), im Jahr 2010 Bildungsreferent des Vereins zur Förderung einer solidarischen Wirtschaftsweise und der Völkerverständigung e. V., von 2010 bis 2013 Mitarbeiter von Sabine Wils, MdEP.Mitglied des Deutschen Bundestages seit Nov. 2014Norbert Müller, Die Linke hat am 7. November für die durch Verzicht ausgeschiedene Abgeordnete Diana Golze, Die Linke die Mitgliedschaft im Deutschen Bundestag erworben.",norbert_mdb,"['Kinderkommission - Kommission zur Wahrnehmung der Belange der Kinder', 'Ausschuss für Familie, Senioren, Frauen und Jugend', 'Petitionsausschuss', 'Ausschuss für Bildung, Forschung und Technikfolgenabschätzung', 'Enquete-Kommission „Berufliche Bildung“', 'Ausschuss für Familie, Senioren, Frauen und Jugend']",1986
"Müller, Sepp",CDU/CSU,Direkt gewählt,Sachsen-Anhalt,Dessau – Wittenberg,70,"{'Ordentliches Mitglied': ['Finanzausschuss'], 'Stellvertretendes Mitglied': ['Ausschuss für Arbeit und Soziales'], 'Stellvertretendes Mitglied (sonstige Gremien)': ['Interparlamentarische Union']}","        Geboren am 22. Januar 1989 in Lutherstadt Wittenberg; ledig; ein Kind.
        Juli 2007 Abitur am Paul-Gerhardt-Gymnasium Gräfenhainichen; August 2007 bis Juni 2010 Ausbildung als Bankkaufmann bei der Sparkasse Wittenberg; Oktober 2010 bis März  2013 Bankfachwirt (IHK); November 2013 Ausbildereignung; bis April 2013 Bankbetriebswirt Frankfurt School of Finance and Management; seit Juni 2015 Diplomierter Bankbetriebswirt (Frankfurt School of Finance & Management).Juni 2010 bis September 2015 selbstständiger Kundenberater bei der S-Die Finanzberater Sparkassen GmbH; seit September 2015 Firmenkundenberater bei der Deutschen Kreditbank AG, Niederlassung Halle, unter anderem für Kommunen und freie Bildungsträger.Seit Februar 2004 Mitglied der Junge Union; seit Mai 2005 Mitglied der CDU.Seit 2007 Mitglied im Kreistag Wittenberg, Finanz- und Rechnungsprüfungsausschuss; seit Juni 2009 Mitglied im Stadtrat von Gräfenhainichen, Vorsitzender Finanzausschuss; seit 2013 Vorsitzender Rechnungsprüfungsausschuss Kreis.",mueller_sepp,"['Finanzausschuss', 'Ausschuss für Arbeit und Soziales']",1989
"Müller (Erlangen), Stefan",CDU/CSU,Direkt gewählt,Bayern,Erlangen,242,"{'Ordentliches Mitglied': ['Vermittlungsausschuss', 'Der Ältestenrat', 'Gemeinsamer Ausschuss'], 'Stellvertretendes Mitglied': ['Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Wahlausschuss', 'Sportausschuss', 'Finanzausschuss'], 'Vorsitz (sonstige Gremien)': ['Parlamentariergruppe Cono Sur-Staaten']}","Geboren am 3. September 1975 in Neustadt/Aisch; römisch-katholisch; verheiratet; ein Kind.Realschule; Ausbildung zum Bankkaufmann; Wehrdienst; Berufsbegleitendes Studium an der Bankakademie.Mitglied des Kreistages Erlangen-Höchstadt. Vorsitzender des Kreisverbandes des Bayerischen-Roten-Kreuz Erlangen-Höchstadt. Mitglied im Kuratorium der Friedrich-Alexander-Universität Erlangen-Nürnberg.Mitglied der Jungen Union und der CSU von 1990 bis 1991. November 2007 bis November 2011 Landesvorsitzender der Jungen Union Bayern. Kreisvorsitzender der CSU im Landkreis Erlangen-Höchstadt seit 2011.Mitglied des Bundestages seit 2002. Seit 2009 Parlamentarischer Geschäftsführer der CSU-Landesgruppe im Deutschen Bundestag, Dezember 2013 bis Oktober 2017 Parlamentarischer Staatssekretär bei der Bundesministerin für Bildung und Forschung.",smuellermdb,"['Vermittlungsausschuss', 'Der Ältestenrat', 'Gemeinsamer Ausschuss', 'Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung', 'Wahlausschuss', 'Sportausschuss', 'Finanzausschuss']",1975
"Müller-Böhm, Roman",FDP,Gewählt über Landesliste,Nordrhein-Westfalen,Oberhausen – Wesel III,117,"{'Obmann': ['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Tourismus'], 'Ordentliches Mitglied': ['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Tourismus'], 'Stellvertretendes Mitglied': ['Wahlausschuss']}","        Geboren am 12. Dezember 1992 in Essen; konfessionslos; ledig.
        Abitur 2012; seit 2012 Studium der Rechtswissenschaften.2012 bis 2013 Mitglied des Jugendstadtrates Mülheim an der Ruhr; 2013 bis 2017 sachkundiger Bürger FDP Ratsfraktion Mülheim an der Ruhr; seit 2014 Mitglied im Landesvorstand Junge Liberale NRW e. V.; Mitglied der FDP.Mitglied bei Junge Liberale e. V. und Weiße Schleife e. V..",muellerboehm,"['Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Tourismus', 'Wahlausschuss', 'Ausschuss für Recht und Verbraucherschutz', 'Ausschuss für Tourismus']",1992
